0.000000000000000000e+00,-0.000000000000000000e+00
5.005005005005005233e-05,-0.000000000000000000e+00
1.001001001001001047e-04,-0.000000000000000000e+00
1.501501501501501705e-04,-0.000000000000000000e+00
2.002002002002002093e-04,1.411562234378480425e-05
2.502502502502502481e-04,5.478270603928358178e-05
3.003003003003003411e-04,9.544978973478342827e-05
3.503503503503503798e-04,1.361168734302821296e-04
4.004004004004004186e-04,1.767839571257931637e-04
4.504504504504504574e-04,2.174510408212825679e-04
5.005005005005004962e-04,2.581181245167739509e-04
5.505505505505505891e-04,3.098021943893614050e-04
6.006006006006006821e-04,3.817850503710754117e-04
6.506506506506506667e-04,4.631056688419374063e-04
7.007007007007007597e-04,5.444262873128479733e-04
7.507507507507507442e-04,6.257469057837164190e-04
8.008008008008008372e-04,7.070675242547006575e-04
8.508508508508509302e-04,7.892002787651961407e-04
9.009009009009009148e-04,8.815881793156314520e-04
9.509509509509510078e-04,9.863660274907210933e-04
1.001001001001000992e-03,1.102881096960050883e-03
1.051051051051051085e-03,1.224841710311208890e-03
1.101101101101101178e-03,1.346802323662743550e-03
1.151151151151151271e-03,1.468762937013925410e-03
1.201201201201201364e-03,1.592954767357596677e-03
1.251251251251251240e-03,1.726013961710597859e-03
1.301301301301301333e-03,1.867960474143505164e-03
1.351351351351351426e-03,2.018491177429546611e-03
1.401401401401401519e-03,2.177276665963455947e-03
1.451451451451451612e-03,2.339863743316129320e-03
1.501501501501501488e-03,2.502450820668921522e-03
1.551551551551551581e-03,2.668931850649318600e-03
1.601601601601601674e-03,2.842599802739879684e-03
1.651651651651651767e-03,3.023230009802004275e-03
1.701701701701701860e-03,3.210611427471318693e-03
1.751751751751751737e-03,3.404545431409912275e-03
1.801801801801801830e-03,3.604844752111472338e-03
1.851851851851851923e-03,3.808417004904400809e-03
1.901901901901902016e-03,4.016852298652658602e-03
1.951951951951952108e-03,4.231144459252709697e-03
2.002002002002001985e-03,4.451143462022028562e-03
2.052052052052052294e-03,4.676706772888994217e-03
2.102102102102102171e-03,4.907698801271872038e-03
2.152152152152152047e-03,5.143990404950751945e-03
2.202202202202202357e-03,5.386702334642610654e-03
2.252252252252252233e-03,5.636676446496549121e-03
2.302302302302302543e-03,5.891524903284857916e-03
2.352352352352352419e-03,6.151268996168948212e-03
2.402402402402402729e-03,6.415707702542777086e-03
2.452452452452452605e-03,6.684810996974941202e-03
2.502502502502502481e-03,6.958443816319876199e-03
2.552552552552552791e-03,7.238961040025147613e-03
2.602602602602602667e-03,7.528219310323629697e-03
2.652652652652652977e-03,7.823680487166660702e-03
2.702702702702702853e-03,8.123340662177033419e-03
2.752752752752752729e-03,8.427122066659959235e-03
2.802802802802803039e-03,8.734949760367741525e-03
2.852852852852852915e-03,9.047049028100285703e-03
2.902902902902903225e-03,9.366194447757495573e-03
2.952952952952953101e-03,9.693037535568365531e-03
3.003003003003002977e-03,1.002745504497391978e-02
3.053053053053053287e-03,1.036715857279417626e-02
3.103103103103103163e-03,1.071055914718827863e-02
3.153153153153153473e-03,1.105755209043145400e-02
3.203203203203203349e-03,1.140892486441344965e-02
3.253253253253253225e-03,1.176723465236021240e-02
3.303303303303303535e-03,1.213228445250218168e-02
3.353353353353353411e-03,1.250413961164381117e-02
3.403403403403403721e-03,1.288266236081915192e-02
3.453453453453453597e-03,1.326580249163247273e-02
3.503503503503503473e-03,1.365225089606596914e-02
3.553553553553553783e-03,1.404357858676102619e-02
3.603603603603603659e-03,1.444118962685842292e-02
3.653653653653653969e-03,1.484504031364182811e-02
3.703703703703703845e-03,1.525493391216248967e-02
3.753753753753753721e-03,1.567091468609236801e-02
3.803803803803804031e-03,1.609277052947902589e-02
3.853853853853853907e-03,1.651901311428743274e-02
3.903903903903904217e-03,1.695051772035221019e-02
3.953953953953954527e-03,1.738770837765065552e-02
4.004004004004003969e-03,1.783057395770250644e-02
4.054054054054054279e-03,1.827900942495961495e-02
4.104104104104104589e-03,1.873291926858589029e-02
4.154154154154154031e-03,1.919223703950429308e-02
4.204204204204204341e-03,1.965759536986243228e-02
4.254254254254254651e-03,2.012938634813922836e-02
4.304304304304304093e-03,2.060638043651916163e-02
4.354354354354354403e-03,2.108850957160610801e-02
4.404404404404404713e-03,2.157571553840363990e-02
4.454454454454455023e-03,2.206804869035681321e-02
4.504504504504504465e-03,2.256538787351582143e-02
4.554554554554554775e-03,2.306907928905639268e-02
